code,description,type,package_line_level,gross_charge,discounted_cash_price,de_identified_min_contracted_rate,de_identified_max_contracted_rate,derived_contracted_rate,1199_commercial_other,aetna_medicare_advantage_hmo,aetna_commercial_hmo_pos,aetna_commercial_ppo_open_access,aetna_commercial_other,empire_health_commercial_other,empire_health_commercial_ppo_open_access,bluecross_blueshield_commercial_other,beacon_health_commercial_other,carelon_health_commercial_other,cigna_commercial_ppo_open_access,cigna_commercial_other,cigna_commercial_hmo_pos,eh_facet_commercial_other,emblemhealth_commercial_ppo_open_access,emblemhealth_commercial_other,emblemhealth_commercial_hmo_pos,emblemhealth_medicaid_hmo,emblemhealth_medicare_advantage_hmo,empire_health_commercial_hmo_pos,empire_health_medicare_advantage_hmo,empire_health_medicaid_hmo,evernorth_commercial_other,fidelis_commercial_other,fidelis_medicare_advantage_hmo,fidelis_medicaid_hmo,ghi_commercial_other,healthfirst_commercial_other,healthfirst_medicare_advantage_hmo,healthfirst_medicaid_hmo,healthplus_hp_medicaid_hmo,healthplus_hp_commercial_other,healthplus_hp_medicare_advantage_hmo,humana_commercial_other,humana_commercial_hmo_pos,humana_commercial_ppo_open_access,meritain_health_commercial_other,molina_commercial_other,optum_commercial_other,oxford_commercial_other,oxford_commercial_hmo_pos,tricare_commercial_other,united_healthcare_commercial_other,united_healthcare_medicare_advantage_hmo,united_healthcare_commercial_hmo_pos,united_healthcare_medicaid_hmo,united_healthcare_commercial_ppo_open_access,veteran_family_commercial_other
686,KIDNEY & URINARY TRACT NEOPLASMS WITH COMORBITY,Inpatient,Line,164559.35,164559.35,9077.74,15342.56,12210.15,9077.74,,,,,,,,,,,,,,,,,,,,15342.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,KIDNEY & URINARY TRACT NEOPLASMS WITHOUT COMPLICATION/COMORBITY,Inpatient,Line,46135.47,46135.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,KIDNEY & URINARY TRACT INFECTIONS WITH COMORBITY,Inpatient,Line,93328.56,93328.56,9905.14,18219.4,12450.54,,10376.73,18219.4,,,,,,,,,,,,,9905.14,,,,,13000.94,,,,,,,,,,,,11254.21,,9915.14,14210.9,,,16002.86,,,,11249.2,10370.89,,,,
690,KIDNEY & URINARY TRACT INFECTIONS WITHOUT COMORBITY,Inpatient,Line,63573.61,63573.61,7167.73,20822.44,10834.94,14040.14,7528.33,,13800.4,,,,,,,,,,,,7658.32,20822.44,,,,8250.17,,,,7456.56,,,,,,,,,,7177.17,7167.73,,,10039.42,,,,18683.13,7395.48,,,,
690X,Acute Leukemia,Inpatient,Line,479016.41,479016.41,44282.59,63341.76,50635.65,,,,,,,,,,,,,,,,,,,,,,,,,,63341.76,,44282.61,,,,,,,,,,,,,,,,,,44282.59,,
691X,"Lymphoma, Myeloma & Non-Acute Leukemia",Inpatient,Line,244702.99,244702.99,14144.99,166576.33,55982.66,,,,,,,,,,,,,,,,25896.64,,,,,,,,,,166576.33,,17312.66,,,,,,,,,,,,,,,,,,14144.99,,
694,URINARY STONES WITHOUT COMORBITY,Inpatient,Line,40607.64,40607.64,6834.19,16011.88,10842.28,,,,,,,,,,,16011.88,,,,,,,,,,6834.19,,,,,,,,,,,,,,,,,,9680.77,,,,,,,,,
694X,Lymphatic & Other Malignancies & Neoplasms Of Uncertain Behavior,Inpatient,Line,159075.23,159075.23,21034.43,21034.43,21034.43,,,,,,,,,,,,,,,,,,,,,,,,,,21034.43,,,,,,,,,,,,,,,,,,,,,,
695,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS WITH COMORBITY,Inpatient,Line,132364.99,132364.99,14964.12,14964.12,14964.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14964.12,,,,,,,,,
695X,Chemotherapy For Acute Leukemia,Inpatient,Line,123511.25,123511.25,11157.48,34249.89,20406.18,,,,,,,,,,,,,,,,,,,,,,,,11157.48,,34249.89,,,,,15811.17,,,,,,,,,,,,,,,,,
696,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS WITHOUT COMORBITY,Inpatient,Line,77802.27,77802.27,6169.46,19038.13,13806.18,,6169.46,11879.92,,,,,,,,,,,,,,18137.2,,,,,,,,,,,,,,,,,,,,,,19038.13,,,,,,,,,
696X,Other Chemotherapy,Inpatient,Line,53048.71,53048.71,8372.64,32461.82,15216.28,,,,,,,,,,,,,,,,32461.82,,,,,,,,,,11585.87,,8444.8,,,,,,,,,,,,,,,,,,8372.64,,
698,OTHER KIDNEY & URINARY TRACT DIAGNOSES WITH COMORBITY,Inpatient,Line,112192.84,112192.84,11820.92,27718.02,16793.45,,14240.68,13882.93,,,,,,,,,,,,,15546.72,,,,,27718.02,,,,,,,,,,,,14108.02,,11820.92,,,,20236.83,,,,,,,,,
699,OTHER KIDNEY & URINARY TRACT DIAGNOSES WITH COMPLICATION,Inpatient,Line,75947.74,75947.74,8729.59,41724.96,16896.43,,,16454.97,41724.96,,,,,,,,,,,,8825.22,27176.79,,,,9116.65,,,,8729.59,,,,,,,,,,,,,,13360.63,,,,9782.66,,,,,
700,OTHER KIDNEY & URINARY TRACT DIAGNOSES WITHOUT COMPLICATION/COMORBITY,Inpatient,Line,30530.66,30530.66,8981.29,8981.29,8981.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8981.29,,,,,,,,,
707,MAJOR MALE PELVIC PROCEDURES WITH COMPLICATION/COMORBITY,Inpatient,Line,129040.32,129040.32,25357.93,52220.99,38789.46,,,,,,,,,,,,,,,,,52220.99,,,,,,,,,,,,,,,,,,,,,,25357.93,,,,,,,,,
708,MAJOR MALE PELVIC PROCEDURES WITHOUT COMPLICATION/COMORBITY,Inpatient,Line,60589.97,60589.97,13237.25,24300.73,18750.15,,,23700.64,,,,,,,,,,,,,13761.96,,,,,,,,,,,,,,,,,,,,,,,,,,,24300.73,13237.25,,,,
710X,Infectious & Parasitic Diseases Including Hiv W O.R. Procedure,Inpatient,Line,245432.67,245432.67,19048.58,80249.31,44338.66,,,,,,,,,,,,,,,,55074.4,,,,,,,,80249.31,,50121.13,,33570.7,,,19048.58,,,,,,,46106.89,,,,,,,,26199.63,,
711X,"Post-Op, Post-Trauma, Other Device Infections W O.R. Procedure",Inpatient,Line,155013.28,155013.28,14337.88,44091.3,28894.57,,,,,,,,,,,,,,,,44091.3,,,,,,,,,,14337.88,,28826.12,,,,,,,,,,,,,,,,,,28322.96,,
713,TRANSURETHRAL PROSTATECTOMY WITH COMPLICATION/COMORBITY,Inpatient,Line,183745.27,183745.27,109552.79,109552.79,109552.79,,,,,,,,,,,,,,,,,109552.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY WITH COMPLICATION/COMORBITY,Inpatient,Line,95390.01,95390.01,34799.25,34799.25,34799.25,,,,,,,,,,,,,,,,,34799.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720X,Septicemia & Disseminated Infections,Inpatient,Line,97144.81,97144.81,13770.64,24002.02,16576.14,,,,,,,,,,,,,,,,18337.76,,,,,,,,15025.45,,13770.64,,13852.88,,,,,,,,,,14468.1,,,,,,,,24002.02,,
721X,"Post-Operative, Post-Traumatic, Other Device Infections",Inpatient,Line,109010.21,109010.21,5890.07,18177.8,12089.39,,,,,,,,,,,,,,,,10811.38,,,,,,,,,,18146.85,,10811.79,,,18177.8,,,,,,,5890.07,,,,,,,,8698.43,,
722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH COMORBITY",Inpatient,Line,74355.27,74355.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722X,Fever & Inflammatory Conditions,Inpatient,Line,37379.94,37379.94,4469.61,5472.78,4969.54,,,,,,,,,,,,,,,,4469.61,,,,,,,,,,4966.23,,5472.78,,,,,,,,,,,,,,,,,,,,
723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH COMPLICATION",Inpatient,Line,138589.34,138589.34,14578.74,14578.74,14578.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14578.74,,,,,,,,,
723X,Viral Illness,Inpatient,Line,32249.72,32249.72,4474.21,20184.55,7928.48,,,,,,,,,,,,,,,,,,,,,,,,5962.48,,7325.12,,5038.02,,,4474.21,,,,,,,4586.49,,,,,,,,20184.55,,
724X,Other Infectious & Parasitic Diseases,Inpatient,Line,53693.26,53693.26,6335.34,12975.47,9223.01,,,,,,,,,,,,,,,,7600.96,,,,,,,,8265.07,,6335.34,,10938.19,,,,,,,,,,12975.47,,,,,,,,,,
725,BENIGN PROSTATIC HYPERTROPHY WITH COMORBITY,Inpatient,Line,142910.57,142910.57,13203.54,13203.54,13203.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13203.54,,,,,,,,,,,,
726,BENIGN PROSTATIC HYPERTROPHY WITHOUT COMORBITY,Inpatient,Line,46889.7,46889.7,10148.36,13428.49,11788.43,,,13428.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10148.36,,,,,,,,,
727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH COMORBITY,Inpatient,Line,147909.23,147909.23,18226.96,18226.96,18226.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18226.96,,,,,,,,,
728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT COMORBITY,Inpatient,Line,57520.18,57520.18,7002.29,14108.59,10519.34,,7002.29,14108.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10447.13,,,,,
734,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY WITH COMPLICATION/COMORBITY",Inpatient,Line,89191.15,89191.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY WITH COMPLICATION,Inpatient,Line,83286.23,83286.23,19705.72,45277.94,32491.83,,,19705.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45277.94,,,,,
738,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT COMPLICATION/COMORBITY,Inpatient,Line,21013.41,21013.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,"UTERINE, ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG WITH COMPLICATION",Inpatient,Line,108918.34,108918.34,15947.93,30739.86,23343.9,,15947.93,,30739.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740X,Mental Illness Diagnosis W O.R. Procedure,Inpatient,Line,197766.7,197766.7,33048.42,33048.42,33048.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,33048.42,,,,,,,,,,,,,,,,,,,,
741,"UTERINE, ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG WITHOUT COMPLICATION/COMORBITY",Inpatient,Line,26478.49,26478.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY WITH COMPLICATION/COMORBITY,Inpatient,Line,94747.06,94747.06,25226.73,44974.9,37513.12,,,25226.73,,,,,,,,,,,,,,44974.9,,,,,,,,,,,,,,,,,,,,,,,,,,42337.73,,,,,
743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY WITHOUT COMPLICATION/COMORBITY,Inpatient,Line,48855.75,48855.75,9581.06,21352.1,15436.17,19930.76,9581.06,21352.1,18149.54,,,,,,,,,,,,10979.85,,,,,,,,,,,,,,,,,,,,,,,12623.7,,,,,,,,,
744,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION WITH COMPLICATION/COMORBITY",Inpatient,Line,93130.72,93130.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,"VAGINA, CERVIX & VULVA PROCEDURES WITH COMPLICATION/COMORBITY",Inpatient,Line,44142.3,44142.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,Inpatient,Line,67797.98,67797.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH COMPLICATION/COMORBITY,Inpatient,Line,106964.98,106964.98,71034.35,71034.35,71034.35,,,,,,,,,,,,,,,,,71034.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750X,Schizophrenia,Inpatient,Line,108304.06,108304.06,14706.31,24388.37,17254.72,,,,,,,,,,,,,,,,15035.61,,,,,,,,14836.63,,17306.66,,24388.37,,,,,,,,,,14706.31,,,,,,,,,,
751X,Major Depressive Disorders & Other/Unspecified Psychoses,Inpatient,Line,106436.32,106436.32,7972.27,53570.7,23762.78,,,,,,,,,,,,,,,,,,,,,,,,16659.45,,18737.66,,21873.84,,,53570.7,,,,,,,7972.27,,,,,,,,,,
752X,Disorders Of Personality & Impulse Control,Inpatient,Line,139649.92,139649.92,16270.36,16270.36,16270.36,,,,,,,,,,,,,,,,,,,,,,,,,,16270.36,,,,,,,,,,,,,,,,,,,,,,
753X,Bipolar Disorders,Inpatient,Line,98864.99,98864.99,8600.66,106066.7,29572.35,,,,,,,,,,,,,,,,,,,,,,,,106066.7,,10670.29,,16738.94,,,23168.34,,,,,,,12189.19,,,,,,,,8600.66,,
754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH COMORBITY",Inpatient,Line,291571.5,291571.5,31355.85,31355.85,31355.85,,,,31355.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754X,Depression Except Major Depressive Disorder,Inpatient,Line,58098.02,58098.02,5614.14,19854.95,12144.98,,,,,,,,,,,,,,,,5614.14,,,,,,,,12109.59,,11952.44,,19854.95,,,11342.62,,,,,,,11996.16,,,,,,,,,,
755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH COMPLICATION",Inpatient,Line,103570.04,103570.04,18890.57,23417.16,21153.87,,,,18890.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23417.16,,,,,
755X,Adjustment Disorders & Neuroses Except Depressive Diagnoses,Inpatient,Line,67063.91,67063.91,13783.08,24788.6,19285.84,,,,,,,,,,,,,,,,,,,,,,,,,,24788.6,,13783.08,,,,,,,,,,,,,,,,,,,,
756X,Acute Anxiety & Delirium States,Inpatient,Line,86946.18,86946.18,7671.15,21935.17,14949.45,,,,,,,,,,,,,,,,,,,,,,,,9673.09,,21935.17,,20518.38,,,,,,,,,,7671.15,,,,,,,,,,
757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH COMORBITY",Inpatient,Line,125856.82,125856.82,12628.63,12764.85,12696.74,,,,,,,,,,,,,,,,,,,,,12764.85,,,,,,,,,,,,,,,12628.63,,,,,,,,,,,,
757X,Organic Mental Health Disturbances,Inpatient,Line,150922.01,150922.01,11977.44,152787.47,62179.15,,,,,,,,,,,,,,,,,,,,,,,,,,21772.55,,11977.44,,,,,,,,,,152787.47,,,,,,,,,,
758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH COMPLICATION",Inpatient,Line,45462.51,45462.51,16855.37,16855.37,16855.37,16855.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758X,Behavioral Disorders,Inpatient,Line,118520.0,118520.0,8304.05,90170.43,38568.19,,,,,,,,,,,,,,,,,,,,,,,,25918.17,,90170.43,,29880.1,,,,,,,,,,8304.05,,,,,,,,,,
759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT COMPLICATION/COMORBITY",Inpatient,Line,49996.81,49996.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759X,Eating Disorders,Inpatient,Line,115935.34,115935.34,16795.82,17949.01,17372.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,16795.82,,,,,,,,,,,,,,,,,,17949.01,,
760,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH COMPLICATION/COMORBITY,Inpatient,Line,57585.77,57585.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760X,Other Mental Health Disorders,Inpatient,Line,117256.02,117256.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,VAGINAL DELIVERY WITH O.R. PROC EXCEPT STERIL &/OR D&C,Inpatient,Line,34805.29,34805.29,6437.1,23051.0,13511.4,8578.0,,,,,,,,,,,,,,,,23051.0,,,,,,,,,,,,,,,,,,,,,,,,,6437.1,15979.5,,,,,
769,POSTPARTUM & POST ABORTION DIAGNOSES WITH O.R. PROCEDURE,Inpatient,Line,79424.84,79424.84,16247.13,16247.13,16247.13,,,,16247.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770X,"Drug & Alcohol Abuse Or Dependence, Left Against Medical Advice",Inpatient,Line,70483.7,70483.7,2185.76,115788.12,28322.13,,,,,,,,,,,,,,,,7528.81,,,,,,,,10220.73,,5887.25,,2185.76,,,,,,,,,,115788.12,,,,,,,,,,
772X,Alcohol & Drug Dependence W Rehab Or Rehab/Detox Therapy,Inpatient,Line,20763.53,20763.53,8343.49,8343.49,8343.49,,,,,,,,,,,,,,,,,,,,,,,,,,8343.49,,,,,,,,,,,,,,,,,,,,,,
773X,Opioid Abuse & Dependence,Inpatient,Line,52285.93,52285.93,3975.42,7950.7,5562.54,,,,,,,,,,,,,,,,6396.49,,,,,,,,,,5367.97,,3975.42,,,7950.7,,,,,,,4860.67,,,,,,,,4824.0,,
774X,Cocaine Abuse & Dependence,Inpatient,Line,41943.37,41943.37,4387.99,6852.97,5271.25,,,,,,,,,,,,,,,,4387.99,,,,,,,,,,4572.79,,6852.97,,,,,,,,,,,,,,,,,,,,
775X,Alcohol Abuse & Dependence,Inpatient,Line,66000.06,66000.06,4561.69,26804.92,13829.44,,,,,,,,,,,,,,,,15815.74,,,,,,,,10157.38,,7787.9,,26804.92,,,,4561.69,,,,,,24411.61,,,,,,,,7266.82,,
776,POSTPARTUM & POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURE,Inpatient,Line,41266.98,41266.98,5006.37,13831.22,11633.31,12304.66,,13298.17,12664.62,,,,,,,12694.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5006.37,13831.22,,,,,
776X,Other Drug Abuse & Dependence,Inpatient,Line,66621.48,66621.48,5722.87,20972.73,11876.42,,,,,,,,,,,,,,,,,,,,,,,,8933.66,,5722.87,,20972.73,,,,,,,,,,,,,,,,,,,,
779,ABORTION WITHOUT D&C,Inpatient,Line,58725.1,58725.1,24193.02,24193.02,24193.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24193.02,,,,,
783,CESAREAN SECTION WITH STERILIZATION WITH COMORBITY,Inpatient,Line,76906.99,76906.99,13649.28,28841.9,21245.59,,,,,,,,,,,13649.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28841.9,,,,,
784,CESAREAN SECTION WITH STERILIZATION WITH COMPLICATION,Inpatient,Line,36809.9,36809.9,11313.75,18999.18,14784.69,15593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13232.81,,,11313.75,18999.18,,,,,
785,CESAREAN SECTION WITH STERILIZATION WITHOUT COMPLICATION/COMORBITY,Inpatient,Line,55224.83,55224.83,18028.85,18028.85,18028.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18028.85,,,,,
786,CESAREAN SECTION WITHOUT STERILIZATION WITH COMORBITY,Inpatient,Line,53773.93,53773.93,9010.39,42544.29,26742.88,39479.89,,,,,,,,,,,9010.39,,,,,42544.29,,,,,,,,,,,,,,,,,,,,,,,,,,17123.78,,25556.05,,,
787,CESAREAN SECTION WITHOUT STERILIZATION WITH COMPLICATION,Inpatient,Line,41896.29,41896.29,9047.35,31718.32,19231.35,31718.32,,,,,,,,,,11989.88,9047.35,,,,,27898.56,,,,,,,,,,,,,,,,,,,,,,11986.81,,,,18128.06,,,,23850.49,
788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT COMPLICATION/COMORBITY,Inpatient,Line,37575.19,37575.19,9158.93,22836.84,15221.48,17072.91,,,,,,,,,,9158.93,,,,,,22836.84,,,,,,,,,,,,,,,,,,,,,,,,,,17430.98,,9607.75,,,
789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",Inpatient,Line,396481.88,396481.88,27377.26,27377.26,27377.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27377.26,,,,,,
790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",Inpatient,Line,522073.58,522073.58,132074.19,297875.14,214974.67,,,,,,,,,,,,,,,,,297875.14,,,,,,,,,,,,,,,,,,,,,,,,,,132074.19,,,,,
791,PREMATURITY WITH MAJOR PROBLEMS,Inpatient,Line,158798.28,158798.28,3363.73,111233.73,56358.17,,,,,,,,,,,,,,,,,111233.73,,,,,,,,,,,,,,,,,,,,,,,,,3363.73,56423.67,,54411.56,,,
791X,O.R. Procedure For Other Complications Of Treatment,Inpatient,Line,141734.54,141734.54,11412.57,48163.57,26616.74,,,,,,,,,,,,,,,,,,,,,,,,,,11412.57,,,,,,,,,,,,48163.57,,,,,,,,20274.07,,
792,PREMATURITY WITHOUT MAJOR PROBLEMS,Inpatient,Line,50078.4,50078.4,2536.87,64937.97,24412.89,3646.0,,,,,,,,,,43978.38,,,,,,64937.97,,,,,,,,,,,,,,,,,,,,,,,,,2536.87,6965.25,,,,,
793,FULL TERM NEONATE WITH MAJOR PROBLEMS,Inpatient,Line,76177.9,76177.9,18579.0,110550.53,46770.28,18579.0,,,,,,,,,,45880.11,,,,,,110550.53,,,,,,,,,,,,,,,,,,,,,,,,,,31144.27,,27697.49,,,
794,NEONATE WITH OTHER SIGNIFICANT PROBLEMS,Inpatient,Line,17847.37,17847.37,2990.61,37570.57,10132.5,3281.4,,,,,,,,,,2990.61,3259.77,,,,,37570.57,,,,,,,,,,,,,,,,,,,,,,,,,,6823.38,,6869.26,,,
795,NORMAL NEWBORN,Inpatient,Line,9464.57,9464.57,1444.25,5520.79,3720.58,3466.07,,,,,,,,,,3147.36,3267.91,,,,,5215.55,,,,,,,,,,,,,,,,,,,,,,3295.99,,,1444.25,5520.79,,,,4406.68,
796,VAGINAL DELIVERY WITH STERILIZATION/D&C WITH COMORBITY,Inpatient,Line,34922.53,34922.53,9007.0,9007.0,9007.0,9007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,SPLENECTOMY WITH COMPLICATION,Inpatient,Line,219670.07,219670.07,23520.98,23520.98,23520.98,,23520.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS WITH COMORBITY,Inpatient,Line,85686.13,85686.13,22298.22,66690.37,44494.3,,,,66690.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22298.22,,,,,
803,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS WITH COMPLICATION,Inpatient,Line,112186.36,112186.36,22031.81,22031.81,22031.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22031.81,,,,,,,,,
805,VAGINAL DELIVERY WITHOUT STERILIZATION/D&C WITH COMORBITY,Inpatient,Line,35049.84,35049.84,9041.72,26704.63,14286.76,9041.72,,,,,,,,,,9056.39,,,,,,26704.63,,,,,,,,,,,,,,,,,,,,,,,,,,12344.31,,,,,
806,VAGINAL DELIVERY WITHOUT STERILIZATION/D&C WITH COMPLICATION,Inpatient,Line,31103.14,31103.14,5506.83,18271.6,11525.95,9176.69,,,,,,,,,,14933.28,,,,,,18271.6,,,,,,,,,,,,,,,,,,,,,,8934.23,,,5506.83,12333.07,,,,,
807,VAGINAL DELIVERY WITHOUT STERILIZATION/D&C WITHOUT COMPLICATION/COMORBITY,Inpatient,Line,28025.28,28025.28,5321.18,16910.31,10189.93,10919.95,,,,,,,,,,9264.16,,,,,,16910.31,,,,,,,,,,,,,,,,,,,,,,,14198.64,,5321.18,9208.23,,,,,5507.01
808,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL WITH COMORBITY,Inpatient,Line,191150.35,191150.35,17980.04,49388.28,32458.16,,,21916.95,,,,,,,,,,,,,17980.04,,,,,,,,,,,,,,,,,,,,,,,40547.38,,,,49388.28,,,,,
809,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL WITH COMPLICATION,Inpatient,Line,79318.04,79318.04,8152.38,21798.92,15085.77,21798.92,11196.48,8152.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16114.55,,,,18166.53,,,,,
810,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL WITHOUT COMPLICATION/COMORBITY,Inpatient,Line,50127.78,50127.78,16420.76,16420.76,16420.76,,,16420.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,RED BLOOD CELL DISORDERS WITH COMORBITY,Inpatient,Line,95345.26,95345.26,11500.65,16384.56,13782.37,,,,,,,,,,,,,,,,12670.26,,,,,,,,,,,,,,,,,11500.65,,,,,,16384.56,,,,14574.01,,,,,
811X,Allergic Reactions,Inpatient,Line,77397.82,77397.82,4672.92,4672.92,4672.92,,,,,,,,,,,,,,,,,,,,,,,,,,4672.92,,,,,,,,,,,,,,,,,,,,,,
812,RED BLOOD CELL DISORDERS WITHOUT COMORBITY,Inpatient,Line,82262.95,82262.95,7638.03,23202.42,11397.35,18033.95,,,,,,,,,,,,,,,8056.82,23202.42,,,,8164.08,,,,,,,,,,,,8027.1,,8270.42,7638.03,,,11708.1,,,,9475.27,,,,,
812X,Poisoning Of Medicinal Agents,Inpatient,Line,65186.49,65186.49,5159.18,17169.41,9437.56,,,,,,,,,,,,,,,,17169.41,,,,,,,,16168.37,,6492.98,,9232.21,,,6669.82,,,,,,,5170.97,,,,,,,,5159.18,,
813,COAGULATION DISORDERS,Inpatient,Line,108030.77,108030.77,8435.21,100074.35,27237.06,,12787.63,13721.16,30357.32,,,,,,,,,,,,,,,,,17666.68,,,,,,,,,,,,,,,8435.21,,,18953.4,,,15900.73,100074.35,,,,,
813X,Other Complications Of Treatment,Inpatient,Line,57319.1,57319.1,9373.49,11283.59,9860.28,,,,,,,,,,,,,,,,11283.59,,,,,,,,,,9373.49,,9392.02,,,,,,,,,,,,,,,,,,9392.02,,
814,RETICULOENDOTHELIAL & IMMUNITY DISORDERS WITH COMORBITY,Inpatient,Line,304136.53,304136.53,18049.7,55296.31,36673.01,,18049.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55296.31,,,,,,,,,
